denovo0	79_denovo1
denovo68	66_denovo4
denovo69	66_denovo6
denovo70	44_denovo1	51_denovo2	32_denovo7
denovo71	44_denovo0
denovo72	44_denovo3
denovo73	44_denovo2	45_denovo1	72_denovo0	69_denovo3
denovo74	44_denovo5
denovo75	44_denovo4
denovo76	44_denovo7
denovo77	44_denovo6
denovo78	70_denovo2
denovo79	46_denovo2
denovo80	46_denovo1
denovo81	46_denovo0
denovo82	46_denovo5
denovo83	46_denovo4
denovo84	49_denovo0
denovo85	1_denovo29
denovo86	1_denovo20
denovo87	1_denovo21
denovo88	1_denovo22
denovo89	1_denovo23
denovo90	1_denovo24
denovo91	1_denovo25
denovo92	1_denovo26
denovo93	1_denovo27
denovo94	61_denovo3
denovo95	61_denovo1
denovo96	61_denovo4
denovo97	61_denovo5	58_denovo1
denovo98	80_denovo20
denovo99	71_denovo0
denovo100	57_denovo1
denovo101	57_denovo0
denovo102	57_denovo3
denovo103	57_denovo2	83_denovo0
denovo104	2_denovo2
denovo105	2_denovo3
denovo106	2_denovo0
denovo107	2_denovo1
denovo108	2_denovo6
denovo109	2_denovo7
denovo110	2_denovo4
denovo111	2_denovo5
denovo112	2_denovo8
denovo113	2_denovo9
denovo114	73_denovo0
denovo115	67_denovo5
denovo116	67_denovo6
denovo117	67_denovo0	7_denovo5
denovo118	67_denovo2
denovo119	67_denovo3
denovo120	82_denovo2	86_denovo4
denovo121	82_denovo1
denovo122	82_denovo0
denovo123	82_denovo5
denovo124	60_denovo2
denovo125	37_denovo4
denovo126	37_denovo3
denovo127	37_denovo0
denovo128	81_denovo1
denovo129	26_denovo3
denovo130	26_denovo2
denovo131	80_denovo1	54_denovo4
denovo132	80_denovo0	34_denovo4
denovo133	80_denovo3
denovo134	80_denovo2
denovo135	80_denovo5
denovo136	80_denovo4
denovo137	80_denovo7
denovo138	80_denovo6
denovo139	80_denovo9
denovo140	80_denovo8
denovo141	16_denovo0
denovo142	16_denovo1
denovo143	24_denovo4	32_denovo9	15_denovo2	5_denovo6	23_denovo1	25_denovo2
denovo144	33_denovo4
denovo145	50_denovo2
denovo146	31_denovo1
denovo147	31_denovo0
denovo148	31_denovo5
denovo149	54_denovo8
denovo150	54_denovo9
denovo151	54_denovo2
denovo152	54_denovo3
denovo153	54_denovo0	63_denovo1	80_denovo16
denovo154	54_denovo1
denovo155	54_denovo6
denovo156	54_denovo5
denovo157	13_denovo5
denovo158	13_denovo1
denovo159	13_denovo0
denovo160	13_denovo3
denovo161	13_denovo2
denovo162	18_denovo10
denovo163	14_denovo2
denovo164	14_denovo3
denovo165	38_denovo4
denovo166	38_denovo5
denovo167	38_denovo0
denovo168	38_denovo1
denovo169	85_denovo1
denovo170	56_denovo2
denovo171	56_denovo3
denovo172	10_denovo19
denovo173	1_denovo37
denovo174	1_denovo36
denovo175	1_denovo35
denovo176	1_denovo34
denovo177	1_denovo33
denovo178	1_denovo32
denovo179	1_denovo31
denovo180	1_denovo30
denovo181	84_denovo1
denovo182	84_denovo0
denovo183	28_denovo3
denovo184	28_denovo2
denovo185	28_denovo0
denovo186	28_denovo4
denovo187	33_denovo3
denovo188	33_denovo2
denovo189	33_denovo1
denovo190	33_denovo0
denovo191	23_denovo0
denovo192	33_denovo5	34_denovo2	38_denovo3	40_denovo5	52_denovo1	61_denovo0	9_denovo4	15_denovo3	21_denovo2	31_denovo4	43_denovo1	78_denovo2	86_denovo3	53_denovo0	14_denovo1	50_denovo0	13_denovo4	36_denovo0	5_denovo1	60_denovo3	48_denovo2
denovo193	23_denovo3	24_denovo5	31_denovo3	39_denovo1	40_denovo6	46_denovo3	55_denovo1	60_denovo0	61_denovo2	63_denovo2	6_denovo1	76_denovo2	14_denovo6	82_denovo3
denovo194	80_denovo15
denovo195	80_denovo14
denovo196	80_denovo17
denovo197	36_denovo1
denovo198	80_denovo11
denovo199	80_denovo10
denovo200	80_denovo13
denovo201	80_denovo12
denovo202	14_denovo4	46_denovo6	76_denovo1	82_denovo4	31_denovo2	36_denovo3
denovo203	14_denovo5
denovo204	80_denovo19
denovo205	80_denovo18
denovo206	36_denovo4
denovo207	34_denovo0
denovo208	34_denovo1
denovo209	34_denovo3
denovo210	34_denovo5	54_denovo7	56_denovo1
denovo211	34_denovo6
denovo212	25_denovo0
denovo213	87_denovo3
denovo214	39_denovo3
denovo215	39_denovo2	60_denovo1
denovo216	53_denovo4
denovo217	32_denovo3
denovo218	74_denovo4
denovo219	74_denovo0
denovo220	74_denovo1
denovo221	74_denovo2
denovo222	43_denovo3
denovo223	43_denovo4
denovo224	77_denovo0
denovo225	78_denovo0	43_denovo0
denovo226	78_denovo1
denovo227	78_denovo3
denovo228	63_denovo3
denovo229	39_denovo0
denovo230	26_denovo5
denovo231	11_denovo3	12_denovo0	13_denovo6	19_denovo3	20_denovo0	23_denovo2	24_denovo3	25_denovo1	27_denovo1	30_denovo4	32_denovo4	33_denovo6	36_denovo2	37_denovo2	3_denovo5	40_denovo4	41_denovo0	42_denovo0	48_denovo3	49_denovo1	51_denovo0	53_denovo1	55_denovo0	5_denovo2	64_denovo0	65_denovo0	68_denovo1	76_denovo0	79_denovo0	7_denovo6	81_denovo0	87_denovo2	10_denovo4	4_denovo1	67_denovo4	77_denovo3	15_denovo1	70_denovo0	85_denovo2	43_denovo2
denovo232	69_denovo0
denovo233	69_denovo1
denovo234	26_denovo1
denovo235	26_denovo0
denovo236	69_denovo4
denovo237	11_denovo2
denovo238	10_denovo18
denovo239	24_denovo6
denovo240	87_denovo1
denovo241	24_denovo2
denovo242	24_denovo1
denovo243	24_denovo0
denovo244	10_denovo10
denovo245	10_denovo11
denovo246	10_denovo12
denovo247	10_denovo13
denovo248	10_denovo14
denovo249	10_denovo15
denovo250	10_denovo16
denovo251	10_denovo17
denovo252	75_denovo1
denovo253	75_denovo0
denovo254	75_denovo3
denovo255	75_denovo2
denovo256	75_denovo5
denovo257	75_denovo4
denovo258	5_denovo8
denovo259	5_denovo0
denovo260	5_denovo3
denovo261	5_denovo5
denovo262	5_denovo4
denovo263	5_denovo7
denovo264	59_denovo0	79_denovo4	67_denovo1
denovo265	19_denovo4	40_denovo2
denovo266	19_denovo2
denovo267	19_denovo1
denovo268	19_denovo0
denovo269	2_denovo14
denovo270	2_denovo15
denovo271	2_denovo16
denovo272	2_denovo10
denovo273	2_denovo11
denovo274	2_denovo12
denovo275	2_denovo13
denovo276	7_denovo3
denovo277	7_denovo2
denovo278	7_denovo1
denovo279	7_denovo0
denovo280	2_denovo18
denovo281	7_denovo4
denovo282	9_denovo5
denovo283	9_denovo7
denovo284	9_denovo6
denovo285	9_denovo1
denovo286	9_denovo0
denovo287	9_denovo3
denovo288	9_denovo2
denovo289	58_denovo3	69_denovo2	73_denovo1	10_denovo2	1_denovo28	8_denovo1
denovo290	9_denovo9
denovo291	9_denovo8
denovo292	77_denovo2
denovo293	27_denovo0
denovo294	77_denovo1
denovo295	10_denovo8
denovo296	10_denovo9
denovo297	10_denovo3
denovo298	10_denovo0
denovo299	10_denovo1
denovo300	10_denovo6
denovo301	10_denovo7	16_denovo3
denovo302	10_denovo5
denovo303	41_denovo1
denovo304	4_denovo0
denovo305	4_denovo2
denovo306	30_denovo1
denovo307	30_denovo2
denovo308	30_denovo3
denovo309	68_denovo0
denovo310	1_denovo9
denovo311	1_denovo8
denovo312	1_denovo5
denovo313	1_denovo4
denovo314	1_denovo7
denovo315	1_denovo6
denovo316	1_denovo1
denovo317	1_denovo0
denovo318	1_denovo3
denovo319	1_denovo2
denovo320	42_denovo1
denovo321	24_denovo7
denovo322	63_denovo0
denovo323	11_denovo6
denovo324	11_denovo5
denovo325	11_denovo4
denovo326	63_denovo4
denovo327	63_denovo5
denovo328	11_denovo1
denovo329	11_denovo0	59_denovo1
denovo330	1_denovo15
denovo331	1_denovo14
denovo332	1_denovo17
denovo333	1_denovo16
denovo334	1_denovo11	26_denovo4	6_denovo2	84_denovo2	85_denovo0	7_denovo7	14_denovo0	72_denovo1
denovo335	1_denovo10
denovo336	1_denovo13
denovo337	1_denovo12
denovo338	1_denovo19
denovo339	1_denovo18
denovo340	42_denovo5
denovo341	42_denovo4
denovo342	42_denovo3
denovo343	42_denovo2
denovo344	58_denovo0
denovo345	21_denovo5
denovo346	21_denovo3
denovo347	21_denovo0
denovo348	21_denovo1	45_denovo0
denovo349	18_denovo2
denovo350	18_denovo3
denovo351	18_denovo0
denovo352	18_denovo1
denovo353	18_denovo6
denovo354	18_denovo7
denovo355	18_denovo4
denovo356	18_denovo5
denovo357	18_denovo8
denovo358	18_denovo9
